spa_id,item_title,container,goldsmiths,date,date_qualifier,sender_name,sender_organization,sender_address,sender_city,sender_country,sender_full_address,recipient_name,recipient_organization,recipient_address,recipient_city,recipient_country,recipient_full_address,original,document_type,format,language,notes,FID,x,y
2525,"Ephraim Gottlieb to Sergey Sergeevich Prokofiev, 23 February 1924","Box: 1; Folder: 1924, February","Binder V, page 79",23 February 1924,exact,Ephraim Gottlieb,not_stated,"39 South La Salle Street, Suite 418-24",Chicago,,"39 South La Salle Street, Suite 418-24, Chicago",Sergey Sergeevich Prokofiev,not_stated,not_stated,Ettal,Germany,Ettal,original,letter,typed,English,,255,11.0930899997848,47.5688000000298
2539,"Clerical assistant to Sergey Sergeevich Prokofiev, 11 March 1924","Box: 1; Folder: 1924, March","Binder V, page 101",11 March 1924,exact,Clerical assistant,Union Mutuelle Musicale,not_stated,Geneva,,Geneva,Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,original,letter,handwritten,French,,256,2.34143999979337,48.8572100000963
2541,"Ernest Alexandrovich Oeberg to Sergey Sergeevich Prokofiev, 14 March 1924","Box: 1; Folder: 1924, March","Binder V, page 99",14 March 1924,exact,Ernest Alexandrovich Oeberg,not_stated,not_stated,Paris,,Paris,Sergey Sergeevich Prokofiev,not_stated,5 Rue Charles Dickens,Paris,,"5 Rue Charles Dickens, Paris",original,letter,handwritten,Russian,,257,2.28457378836093,48.8569542222765
2550,"Clerical assistant to Sergey Sergeevich Prokofiev, 20 March 1924","Box: 1; Folder: 1924, March","Binder V, page 116",20 March 1924,exact,Clerical assistant,L'Argus de la Presse,37 Rue Bergère,Paris,,"37 Rue Bergère, Paris",Sergey Sergeevich Prokofiev,not_stated,34-33 Rue des Saints Pères,Paris,,"34-33 Rue des Saints Pères, Paris",original,letter,typed,French,,258,2.33150983309817,48.856065626211
2551,"Herman Schaad to Sergey Sergeevich Prokofiev, 24 March 1924","Box: 1; Folder: 1924, March","Binder V, page 117",24 March 1924,exact,Herman Schaad,not_stated,29 West 42nd Street,New York,,"29 West 42nd Street, New York",Sergey Sergeevich Prokofiev,not_stated,5 Rue Charles Dickens,Paris,,"5 Rue Charles Dickens, Paris",original,letter,typed,English,,259,2.28457378836093,48.8569542222765
2553,"Clerical assistant to Sergey Sergeevich Prokofiev, 24 March 1924","Box: 1; Folder: 1924, March","Binder V, page 119",24 March 1924,exact,Clerical assistant,Union Mutuelle Musicale,not_stated,Geneva,,Geneva,Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,original,letter,handwritten,French,,260,2.34143999979337,48.8572100000963
2556,"Mariia Viktorovna Borovskaya to Sergey Sergeevich Prokofiev, 27 March 1924","Box: 1; Folder: 1924, March","Binder V, page 122",27 March 1924,exact,Mariia Viktorovna Borovskaya,not_stated,3 Villa Patrice Boudard,Paris,,"3 Villa Patrice Boudard, Paris",Sergey Sergeevich Prokofiev,not_stated,5 Rue Charles Dickens,Paris,,"5 Rue Charles Dickens, Paris",original,letter,handwritten,Russian,Letter not transcribed. The signature may be 'Fru-Fru' i.e. wife of Borovsky.,261,2.28457378836093,48.8569542222765
2562,"R. Gruber to Sergey Sergeevich Prokofiev, [24 March 1924]","Box: 1; Folder: 1924, March","Binder V, page 125",24 March 1924,implied,R. Gruber,not_stated,not_stated,Leningrad,,Leningrad,Sergey Sergeevich Prokofiev,not_stated,5 Rue Charles Dickens,Paris,,"5 Rue Charles Dickens, Paris",original,postcard,handwritten,Russian,,262,2.28457378836093,48.8569542222765
2567,"Jacques Hébertot to Sergey Sergeevich Prokofiev, 14 April 1924","Box: 1; Folder: 1924, April","Binder V, page 136",14 April 1924,exact,Jacques Hébertot,not_stated,not_stated,Paris,,Paris,Sergey Sergeevich Prokofiev,not_stated,5 Rue Charles Dickens,Paris,,"5 Rue Charles Dickens, Paris",original,letter,typed,French,With handwritten PS in French. Signed: Mr. Breitenstein,263,2.28457378836093,48.8569542222765
2570,"Fitzhugh Haensel to Sergey Sergeevich Prokofiev, 15 April 1924","Box: 1; Folder: 1924, April","Binder V, page 140",15 April 1924,exact,Fitzhugh Haensel,not_stated,33 West 42nd Street,New York,,"33 West 42nd Street, New York",Sergey Sergeevich Prokofiev,not_stated,5 Rue Charles Dickens,Paris,,"5 Rue Charles Dickens, Paris",original,letter,typed,English,,264,2.28457378836093,48.8569542222765
2576,"Jacques Hébertot to Sergey Sergeevich Prokofiev, 17 April 1924","Box: 1; Folder: 1924, April","Binder V, page 151",17 April 1924,exact,Jacques Hébertot,not_stated,not_stated,Paris,,Paris,Sergey Sergeevich Prokofiev,not_stated,5 Rue Charles Dickens,Paris,,"5 Rue Charles Dickens, Paris",original,letter,typed,French,,265,2.28457378836093,48.8569542222765
2592,"Clerical assistant to Sergey Sergeevich Prokofiev, 28 April 1924","Box: 1; Folder: 1924, April","Binder V, page 175",28 April 1924,exact,Clerical assistant,Universal Edition,1 Karlsplatz,Vienna,,"1 Karlsplatz, Vienna",Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,original,letter,typed,German,,266,2.34143999979337,48.8572100000963
2597,"Vladimir Nikolaevich Tsederbaum to Sergey Sergeevich Prokofiev, 02 May 1924","Box: 1; Folder: 1924, May","Binder V, page 179",02 May 1924,exact,Vladimir Nikolaevich Tsederbaum,not_stated,not_stated,not_stated,,not_stated,Sergey Sergeevich Prokofiev,not_stated,5 Rue Charles Dickens,Paris,,"5 Rue Charles Dickens, Paris",original,letter,handwritten,Russian,,267,2.28457378836093,48.8569542222765
2601,"Clerical assistant to Sergey Sergeevich Prokofiev, 11 May 1924","Box: 1; Folder: 1924, May","Binder V, page 186",11 May 1924,exact,Clerical assistant,Union Mutuelle Musicale,not_stated,Geneva,,Geneva,Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,original,letter,typed,French,,268,2.34143999979337,48.8572100000963
2603,"Louise Roblin to Sergey Sergeevich Prokofiev, 12 May 1924","Box: 1; Folder: 1924, May","Binder V, page 188",12 May 1924,exact,Louise Roblin,not_stated,not_stated,not_stated,,not_stated,Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,original,letter,handwritten,French,,269,2.34143999979337,48.8572100000963
2619,"Boris Nikolaevich Bashkirov to Sergey Sergeevich Prokofiev, 24 May 1924","Box: 1; Folder: 1924, May","Binder V, page 209",24 May 1924,exact,Boris Nikolaevich Bashkirov,not_stated,not_stated,not_stated,,not_stated,Sergey Sergeevich Prokofiev,not_stated,5 Rue Charles Dickens,Paris,,"5 Rue Charles Dickens, Paris",original,postcard,handwritten,Russian,"Signed 'Boris', postmarked 'Germany'.",270,2.28457378836093,48.8569542222765
2620,"Clerical assistant to Sergey Sergeevich Prokofiev, 27 May 1924","Box: 1; Folder: 1924, May","Binder V, page 213",27 May 1924,exact,Clerical assistant,International Conseil,17 Place de la Madeleine,Paris,,"17 Place de la Madeleine, Paris",Sergey Sergeevich Prokofiev,not_stated,Rue Saint-André des Arts,Paris,,"Rue Saint-André des Arts, Paris",original,letter,typed,French,Full address: 'Rue Saint-André des Arts'.,271,2.34082308536525,48.8533923359502
2621,"I. Manukhin to Sergey Sergeevich Prokofiev, 28 May 1924","Box: 1; Folder: 1924, May","Binder V, page 214",28 May 1924,exact,I. Manukhin,not_stated,48 Rue Raynouard,Paris,,"48 Rue Raynouard, Paris",Sergey Sergeevich Prokofiev,not_stated,5 Rue Charles Dickens,Paris,,"5 Rue Charles Dickens, Paris",original,letter,handwritten,Russian,,272,2.28457378836093,48.8569542222765
2623,"Louise Roblin to Sergey Sergeevich Prokofiev, 28 May 1924","Box: 1; Folder: 1924, May","Binder V, page 221",28 May 1924,exact,Louise Roblin,not_stated,143 Rue du Mont Cenis,Paris,,"143 Rue du Mont Cenis, Paris",Sergey Sergeevich Prokofiev,not_stated,5 Rue Charles Dickens,Paris,,"5 Rue Charles Dickens, Paris",original,letter,handwritten,French,Re-addressed from 'Théâtre National de l'Op,273,2.28457378836093,48.8569542222765
2639,"Boris Nikolaevich Bashkirov to Sergey Sergeevich Prokofiev, 02 June 1924","Box: 1; Folder: 1924, June","Binder V, page 235",02 June 1924,exact,Boris Nikolaevich Bashkirov,not_stated,not_stated,not_stated,,not_stated,Sergey Sergeevich Prokofiev,not_stated,5 Rue Charles Dickens,Paris,,"5 Rue Charles Dickens, Paris",original,postcard,handwritten,Russian,"Postmarked 'Oberammagau, Germany'.",274,2.28457378836093,48.8569542222765
2641,"Boris Nikolaevich Bashkirov to Sergey Sergeevich Prokofiev, 05 June 1924","Box: 1; Folder: 1924, June","Binder V, page 249",05 June 1924,exact,Boris Nikolaevich Bashkirov,not_stated,not_stated,not_stated,,not_stated,Sergey Sergeevich Prokofiev,not_stated,5 Rue Charles Dickens,Paris,,"5 Rue Charles Dickens, Paris",original,postcard,handwritten,Russian,"Postmarked 'Oberammagau, Germany'.",275,2.28457378836093,48.8569542222765
2647,"Jacques Hébertot to Sergey Sergeevich Prokofiev, 06 June 1924","Box: 1; Folder: 1924, June","Binder V, page 247",06 June 1924,exact,Jacques Hébertot,not_stated,15 Avenue Montaigne,Paris,,"15 Avenue Montaigne, Paris",Sergey Sergeevich Prokofiev,not_stated,5 Rue Charles Dickens,Paris,,"5 Rue Charles Dickens, Paris",original,letter,typed,French,,276,2.28457378836093,48.8569542222765
2650,"Jacques Hébertot to Sergey Sergeevich Prokofiev, 07 June 1924","Box: 1; Folder: 1924, June","Binder V, page 251",07 June 1924,exact,Jacques Hébertot,not_stated,15 Avenue Montaigne,Paris,,"15 Avenue Montaigne, Paris",Sergey Sergeevich Prokofiev,not_stated,5 Rue Charles Dickens,Paris,,"5 Rue Charles Dickens, Paris",original,letter,typed,French,,277,2.28457378836093,48.8569542222765
2652,"not_stated to Sergey Sergeevich Prokofiev, 07 June 1924","Box: 1; Folder: 1924, June","Binder V, page 271",07 June 1924,exact,not_stated,not_stated,43 Joachim-Friedrichstrasse,Berlin,,"43 Joachim-Friedrichstrasse, Berlin",Sergey Sergeevich Prokofiev,not_stated,5 Rue Charles Dickens,Paris,,"5 Rue Charles Dickens, Paris",original,letter,typed,French,"Address given 'Berlin-Wilmersdorf, Joachim-Friedrichstr. 43'.",278,2.28457378836093,48.8569542222765
2655,"Boris Nikolaevich Bashkirov to Sergey Sergeevich Prokofiev, 09 June 1924","Box: 1; Folder: 1924, June","Binder V, page 267",09 June 1924,exact,Boris Nikolaevich Bashkirov,not_stated,not_stated,not_stated,,not_stated,Sergey Sergeevich Prokofiev,not_stated,5 Rue Charles Dickens,Paris,,"5 Rue Charles Dickens, Paris",original,postcard,handwritten,Russian,,279,2.28457378836093,48.8569542222765
2656,"Fedor Fedorovich Komissarzhevsky to Sergey Sergeevich Prokofiev, 09 June 1924","Box: 1; Folder: 1924, June","Binder V, page 269",09 June 1924,exact,Fedor Fedorovich Komissarzhevsky,not_stated,13 Rue de Tourelle,Boulogne-sur-Seine,,"13 Rue de Tourelle, Boulogne-sur-Seine",Sergey Sergeevich Prokofiev,not_stated,5 Rue Charles Dickens,Paris,,"5 Rue Charles Dickens, Paris",original,letter,handwritten,Russian,,280,2.28457378836093,48.8569542222765
2659,"Clerical assistant to Sergey Sergeevich Prokofiev, 11 June 1924","Box: 1; Folder: 1924, June","Binder V, page 264",11 June 1924,exact,Clerical assistant,International Conseil,17 Place de la Madeleine,Paris,,"17 Place de la Madeleine, Paris",Sergey Sergeevich Prokofiev,not_stated,5 Rue Charles Dickens,Paris,,"5 Rue Charles Dickens, Paris",original,letter,typed,French,,281,2.28457378836093,48.8569542222765
2661,"Jacques Hébertot to Sergey Sergeevich Prokofiev, 11 June 1924","Box: 1; Folder: 1924, June","Binder V, page 266",11 June 1924,exact,Jacques Hébertot,not_stated,15 Avenue Montaigne,Paris,,"15 Avenue Montaigne, Paris",Sergey Sergeevich Prokofiev,not_stated,5 Rue Charles Dickens,Paris,,"5 Rue Charles Dickens, Paris",original,letter,typed,French,,282,2.28457378836093,48.8569542222765
2662,"Clerical assistant to Sergey Sergeevich Prokofiev, 12 June 1924","Box: 1; Folder: 1924, June","Binder V, page 272",12 June 1924,exact,Clerical assistant,Concerts Populaires,13 Rue Bréderode,Brussels,,"13 Rue Bréderode, Brussels",Sergey Sergeevich Prokofiev,not_stated,6 Rue Blaise Desgoffe,Paris,,"6 Rue Blaise Desgoffe, Paris",original,letter,typed,French,,283,2.32439940621461,48.8458259999422
2666,"Clerical assistant to Sergey Sergeevich Prokofiev, [04 June 1924]","Box: 1; Folder: 1924, June","Binder V, page 237",04 June 1924,implied,Clerical assistant,Kammermusikverein Weinheim,not_stated,Weinheim,,Weinheim,Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,original,letter,typed,German,,284,2.34143999979337,48.8572100000963
2682,"not_stated to Sergey Sergeevich Prokofiev, 20 June 1924","Box: 1; Folder: 1924, June","Binder V, page 293",20 June 1924,exact,not_stated,not_stated,not_stated,Cologne,,Cologne,Sergey Sergeevich Prokofiev,not_stated,c/o Guaranty Trust,Paris,France,"c/o Guaranty Trust, Paris",original,letter,typed,German,,285,2.34144000000003,48.8572100000001
2688,"Alexander Andreevich Zagorsky to Sergey Sergeevich Prokofiev, 22 June 1924","Box: 1; Folder: 1924, June","Binder V, page 260",22 June 1924,exact,Alexander Andreevich Zagorsky,not_stated,45 Rue de la Tour,Paris,,"45 Rue de la Tour, Paris",Sergey Sergeevich Prokofiev,not_stated,Villa Béthanie,St. Gilles-sur-Vie,,"Villa Béthanie, St. Gilles-sur-Vie",original,postcard,handwritten,Russian,,286,6.17102000022361,45.6586300000427
2693,"Alfred Swan to Sergey Sergeevich Prokofiev, 25 June 1924","Box: 1; Folder: 1924, June","Binder V, page 312",25 June 1924,exact,Alfred Swan,not_stated,not_stated,Provincetown,,Provincetown,Sergey Sergeevich Prokofiev,not_stated,not_stated,Leipzig,,Leipzig,original,letter,handwritten,Russian,Massachussets,287,12.3859400000356,51.345199999964
2697,"Pierre Petrovich Souvchinsky to Sergey Sergeevich Prokofiev, [28 June 1924]","Box: 1; Folder: 1924, June","Binder V, page 322",28 June 1924,implied,Pierre Petrovich Souvchinsky,not_stated,not_stated,Nice,,Nice,Sergey Sergeevich Prokofiev,not_stated,Villa Béthanie,St. Gilles-sur-Vie,,"Villa Béthanie, St. Gilles-sur-Vie",original,postcard,handwritten,Russian,,288,6.17102000022361,45.6586300000427
2710,"Clerical assistant to Sergey Sergeevich Prokofiev, 04 July 1924","Box: 1; Folder: 1924, July","Binder Via, page 10",04 July 1924,exact,Clerical assistant,Concerts Populaires,13 Rue Brederode,Brussels,,"13 Rue Bréderode, Brussels",Sergey Sergeevich Prokofiev,not_stated,Villa Béthanie,St. Gilles-sur-Vie,,"Villa Béthanie, St. Gilles-sur-Vie",original,letter,typed,French,,289,6.17102000022361,45.6586300000427
2727,"Hermann Scherchen to Sergey Sergeevich Prokofiev, 13 July 1924","Box: 1; Folder: 1924, July","Binder Via, page 47",13 July 1924,exact,Hermann Scherchen,not_stated,"Kurhaus Hundsbach- Biberach, Amt Bühl",Schwarzwald,,"Kurhaus Hundsbach- Biberach, Amt Bühl, Schwarzwald",Sergey Sergeevich Prokofiev,not_stated,Villa Béthanie,St. Gilles-sur-Vie,,"Villa Béthanie, St. Gilles-sur-Vie",original,postcard,handwritten,Russian,"Full address: 'Kurhaus Hundsbach- Biberach, Amt Bühl (Schwarzwald) Germany'.",290,6.17102000022361,45.6586300000427
2733,"Ephraim Gottlieb to Sergey Sergeevich Prokofiev, 16 July 1924","Box: 1; Folder: 1924, July","Binder Via, page 58",16 July 1924,exact,Ephraim Gottlieb,not_stated,"39 South La Salle Street, Suite 418-24",Chicago,,"39 South La Salle Street, Suite 418-24, Chicago",Sergey Sergeevich Prokofiev,not_stated,Villa Béthanie,St. Gilles-sur-Vie,,"Villa Béthanie, St. Gilles-sur-Vie",original,letter,typed,English,,291,6.17102000022361,45.6586300000427
2735,"Clerical assistant to Sergey Sergeevich Prokofiev, 16 July 1924","Box: 1; Folder: 1924, July","Binder Via, page 62",16 July 1924,exact,Clerical assistant,Generalintendanz der Vereinigten Stadttheater,not_stated,Cologne,,Cologne,Sergey Sergeevich Prokofiev,not_stated,c/o Guaranty Trust,Paris,France,"c/o Guaranty Trust, Paris",original,letter,typed,German,,292,2.34144000000003,48.8572100000001
2739,"Clerical assistant to Sergey Sergeevich Prokofiev, 18 July 1924","Box: 1; Folder: 1924, July","Binder Via, page 67",18 July 1924,exact,Clerical assistant,Edition A. Gutheil,Dessauerstrasse 17,Berlin,,"Dessauerstrasse 17, Berlin",Sergey Sergeevich Prokofiev,not_stated,Villa Béthanie,St. Gilles-sur-Vie,,"Villa Béthanie, St. Gilles-sur-Vie",original,letter,typed,German,,293,6.17102000022361,45.6586300000427
2740,"Clerical assistant to Sergey Sergeevich Prokofiev, 18 July 1924","Box: 1; Folder: 1924, July","Binder Via, page 69",18 July 1924,exact,Clerical assistant,International Conseil,17 Place de la Madeleine,Paris,,"17 Place de la Madeleine, Paris",Sergey Sergeevich Prokofiev,not_stated,5 Rue Charles Dickens,Paris,,"5 Rue Charles Dickens, Paris",original,letter,typed,French,,294,2.28457378836093,48.8569542222765
2747,"Clerical assistant to Sergey Sergeevich Prokofiev, 22 July 1924","Box: 1; Folder: 1924, July","Binder Via, page 83",22 July 1924,exact,Clerical assistant,Breitkopf & Hartel,Nürnbergerstrasse 36,Leipzig,,"Nürnbergerstrasse 36, Leipzig",Sergey Sergeevich Prokofiev,not_stated,Villa Béthanie,St. Gilles-sur-Vie,,"Villa Béthanie, St. Gilles-sur-Vie",original,postcard,typed,English,,295,6.17102000022361,45.6586300000427
2751,"Clerical assistant to Sergey Sergeevich Prokofiev, 24 July 1924","Box: 1; Folder: 1924, July","Binder Via, page 91",24 July 1924,exact,Clerical assistant,Union Mutuelle Musicale,not_stated,Geneva,,Geneva,Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,original,letter,handwritten,French,,296,2.34143999979337,48.8572100000963
2759,"Alberti to Sergey Sergeevich Prokofiev, 31 July 1924","Box: 1; Folder: 1924, July","Binder Via, page 111",31 July 1924,exact,Alberti,not_stated,Kurfürstendamm 232,Berlin,,"Kurfürstendamm 232, Berlin",Sergey Sergeevich Prokofiev,not_stated,Villa Béthanie,St. Gilles-sur-Vie,,"Villa Béthanie, St. Gilles-sur-Vie",original,letter,typed,German,,297,6.17102000022361,45.6586300000427
2761,"Vladimir Alexandrovich Dukelsky to Sergey Sergeevich Prokofiev, [09 July 1924]","Box: 1; Folder: 1924, July","Binder Via, page 16",09 July 1924,implied,Vladimir Alexandrovich Dukelsky,not_stated,not_stated,Paris,,Paris,Sergey Sergeevich Prokofiev,not_stated,Villa Béthanie,St. Gilles-sur-Vie,,"Villa Béthanie, St. Gilles-sur-Vie",original,telegram,handwritten,French,,298,6.17102000022361,45.6586300000427
2764,"Vladimir Nikolaevich Tsederbaum to Sergey Sergeevich Prokofiev, [21 July 1924]","Box: 1; Folder: 1924, July","Binder Via, page 81",21 July 1924,implied,Vladimir Nikolaevich Tsederbaum,not_stated,not_stated,not_stated,,not_stated,Sergey Sergeevich Prokofiev,not_stated,Villa Béthanie,St. Gilles-sur-Vie,,"Villa Béthanie, St. Gilles-sur-Vie",original,letter,handwritten,Russian,Postmarked 'Paris 21/07/1924'.,299,6.17102000022361,45.6586300000427
2767,"Clerical assistant to Sergey Sergeevich Prokofiev, 01 August 1924","Box: 1; Folder: 1924, August","Binder Via, page 113",01 August 1924,exact,Clerical assistant,The American Express Company Inc.,11 Rue Scribe,Paris,,"11 Rue Scribe, Paris",Sergey Sergeevich Prokofiev,not_stated,Villa Béthanie,St. Gilles-sur-Vie,,"Villa Béthanie, St. Gilles-sur-Vie",original,letter,typed,English,,300,6.17102000022361,45.6586300000427
2770,"Robert Forberg to Sergey Sergeevich Prokofiev, 01 August 1924","Box: 1; Folder: 1924, August","Binder Via, page 116",01 August 1924,exact,Robert Forberg,not_stated,not_stated,Leipzig,,Leipzig,Sergey Sergeevich Prokofiev,not_stated,Villa Béthanie,St. Gilles-sur-Vie,,"Villa Béthanie, St. Gilles-sur-Vie",original,letter,typed,German,,301,6.17102000022361,45.6586300000427
2781,"Clerical assistant to Sergey Sergeevich Prokofiev, 09 August 1924","Box: 1; Folder: 1924, August","Binder Via, page 130",09 August 1924,exact,Clerical assistant,Union Mutuelle Musicale,not_stated,Geneva,,Geneva,Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,original,letter,handwritten,French,,302,2.34143999979337,48.8572100000963
2785,"not_stated to Sergey Sergeevich Prokofiev, [13 August 1924]","Box: 1; Folder: 1924, August","Binder Via, page 139",13 August 1924,implied,not_stated,not_stated,not_stated,not_stated,,not_stated,Sergey Sergeevich Prokofiev,not_stated,Villa Béthanie,St. Gilles-sur-Vie,,"Villa Béthanie, St. Gilles-sur-Vie",original,postcard,handwritten,French,Address: 'Les Sapins - Plombières - Vosges - France'.,303,6.17102000022361,45.6586300000427
2790,"Robert Forberg to Sergey Sergeevich Prokofiev, 20 August 1924","Box: 1; Folder: 1924, August","Binder Via, page 167",20 August 1924,exact,Robert Forberg,not_stated,not_stated,Leipzig,,Leipzig,Sergey Sergeevich Prokofiev,not_stated,not_stated,St. Gervais-les-Bains,,St. Gervais-les-Bains,original,letter,typed,German,,304,6.71284000020913,45.892039999853
2791,"Clerical assistant to Sergey Sergeevich Prokofiev, 20 August 1924","Box: 1; Folder: 1924, August","Binder Via, page 168",20 August 1924,exact,Clerical assistant,Generalintendanz der Vereinigten Stadttheater,not_stated,Cologne,,Cologne,Sergey Sergeevich Prokofiev,not_stated,not_stated,St. Gervais-les-Bains,,St. Gervais-les-Bains,original,letter,typed,German,,305,6.71284000020913,45.892039999853
2794,"Clerical assistant to Sergey Sergeevich Prokofiev, 21 August 1924","Box: 1; Folder: 1924, August","Binder Via, page 172",21 August 1924,exact,Clerical assistant,Ibbs and Tillett,124 Wigmore Street,London,,"124 Wigmore Street, London",Sergey Sergeevich Prokofiev,not_stated,Villa Béthanie,St. Gervais-les-Bains,,"Villa Béthanie, St. Gervais-les-Bains",original,letter,typed,English,,306,6.71284000020913,45.892039999853
2796,"Robert Forberg to Sergey Sergeevich Prokofiev, 22 August 1924","Box: 1; Folder: 1924, August","Binder Via, page 176",22 August 1924,exact,Robert Forberg,not_stated,not_stated,Leipzig,,Leipzig,Sergey Sergeevich Prokofiev,not_stated,not_stated,St. Gervais-les-Bains,,St. Gervais-les-Bains,original,letter,typed,German,,307,6.71284000020913,45.892039999853
2803,"Ephraim Gottlieb to Sergey Sergeevich Prokofiev, 27 August 1924","Box: 1; Folder: 1924, August","Binder Via, page 185",27 August 1924,exact,Ephraim Gottlieb,not_stated,"39 South La Salle Street, Suite 418-24",Chicago,,"39 South La Salle Street, Suite 418-24, Chicago",Sergey Sergeevich Prokofiev,not_stated,Villa Béthanie,St. Gilles-sur-Vie,,"Villa Béthanie, St. Gilles-sur-Vie",original,letter,typed,English,,308,6.17102000022361,45.6586300000427
2806,"Clerical assistant to Sergey Sergeevich Prokofiev, 28 August 1924","Box: 1; Folder: 1924, August","Binder Via, page 191",28 August 1924,exact,Clerical assistant,Generalintendanz der Vereinigten Stadttheater,not_stated,Cologne,,Cologne,Sergey Sergeevich Prokofiev,not_stated,Villa Béthanie,St. Gilles-sur-Vie,,"Villa Béthanie, St. Gilles-sur-Vie",original,letter,typed,German,,309,6.17102000022361,45.6586300000427
2814,"Fatma Samoilenko to Sergey Sergeevich Prokofiev, 03 September 1924","Box: 1; Folder: 1924, September","Binder Via, page 197",03 September 1924,exact,Fatma Samoilenko,not_stated,not_stated,not_stated,,not_stated,Sergey Sergeevich Prokofiev,not_stated,Villa Béthanie,St. Gilles-sur-Vie,,"Villa Béthanie, St. Gilles-sur-Vie",original,postcard,handwritten,Russian,Postmarked 03/09/1924. Female originator.,310,6.17102000022361,45.6586300000427
2818,"Meri Bran to Sergey Sergeevich Prokofiev, 03 September 1924","Box: 1; Folder: 1924, September","Binder Via, page 202",03 September 1924,exact,Meri Bran,not_stated,not_stated,Berlin,,Berlin,Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,original,letter,typed,Russian,,311,2.34143999979337,48.8572100000963
2821,"Clerical assistant to Sergey Sergeevich Prokofiev, 04 September 1924","Box: 1; Folder: 1924, September","Binder Via, page 206",04 September 1924,exact,Clerical assistant,La Revue Musicale,35 Rue Madame,Paris,,"35 Rue Madame, Paris",Sergey Sergeevich Prokofiev,not_stated,Villa Béthanie,St. Gilles-sur-Vie,,"Villa Béthanie, St. Gilles-sur-Vie",original,letter,typed,French,,312,6.17102000022361,45.6586300000427
2824,"R. Gruber to Sergey Sergeevich Prokofiev, 05 September 1924","Box: 1; Folder: 1924, September","Binder Via, page 209",05 September 1924,exact,R. Gruber,not_stated,not_stated,not_stated,,not_stated,Sergey Sergeevich Prokofiev,not_stated,Villa Béthanie,St. Gilles-sur-Vie,,"Villa Béthanie, St. Gilles-sur-Vie",original,postcard,handwritten,Russian,,313,6.17102000022361,45.6586300000427
2834,"Joseph Szigeti to Sergey Sergeevich Prokofiev, 10 September 1924","Box: 1; Folder: 1924, September","Binder Via, page 227",10 September 1924,exact,Joseph Szigeti,not_stated,not_stated,St. Gilles-sur-Vie,,St. Gilles-sur-Vie,Sergey Sergeevich Prokofiev,not_stated,5 Rue Charles Dickens,Paris,,"5 Rue Charles Dickens, Paris",original,postcard,handwritten,French,"Re-addressed to 'Villa Béthanie, St. Gilles-sur-Vie, France'.",314,2.28457378836093,48.8569542222765
4170,"Boris Nikolaevich Bashkirov to Sergey Sergeevich Prokofiev, 29 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 214",29 July 1926,exact,Boris Nikolaevich Bashkirov,not_stated,not_stated,not_stated,,not_stated,Sergey Sergeevich Prokofiev,not_stated,Villa Langlois,Samoreau,,"Villa Langlois, Samoreau",original,postcard,handwritten,Russian,,315,2.75191999996562,48.4237400000213
4172,"Arnold Meckel to Sergey Sergeevich Prokofiev, 29 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 218",29 July 1926,exact,Arnold Meckel,not_stated,23 Rue du Rocher,Paris,,"23 Rue du Rocher, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,Samoreau,,Samoreau,original,letter,typed,French,"Also on notepaper 'Bureaux Transférés : 18 Rue La Boétie, Paris'.",316,2.75191999996562,48.4237400000213
4173,"Mikhail Georgievich Klimov to Sergey Sergeevich Prokofiev, 30 July 1926","Box: 2; Folder: 1926, July","Binder XI, page 219",30 July 1926,exact,Mikhail Georgievich Klimov,Gosudarstvennaia Akademicheskaia Filarmoniia,Lassalia Ul. 2,Leningrad,,"Lassalia Ul. 2, Leningrad",Sergey Sergeevich Prokofiev,not_stated,not_stated,Samoreau,,Samoreau,original,letter,typed,Russian,,317,2.75191999996562,48.4237400000213
4184,"Sonia Brichant to Sergey Sergeevich Prokofiev, 03 August 1926","Box: 2; Folder: 1926, August","Binder XII, page 4",03 August 1926,exact,Sonia Brichant,not_stated,not_stated,not_stated,,not_stated,Sergey Sergeevich Prokofiev,not_stated,Villa Langlois,Samoreau,,"Villa Langlois, Samoreau",original,postcard,handwritten,Russian,,318,2.75191999996562,48.4237400000213
4185,"Boris Stepanovich Zakharov to Sergey Sergeevich Prokofiev, 03 August 1926","Box: 2; Folder: 1926, August","Binder XII, page 6",03 August 1926,exact,Boris Stepanovich Zakharov,not_stated,not_stated,not_stated,,not_stated,Sergey Sergeevich Prokofiev,not_stated,Villa Langlois,Samoreau,,"Villa Langlois, Samoreau",original,postcard,handwritten,Russian,Originator: 'Ts.i B.'.,319,2.75191999996562,48.4237400000213
